,winner,loser,map,리마스터,방식,대회 레벨,대회 이름,중요도
926,이신형[InNovation],서유리[성우],43,X,팀리그,컵 대회,STX Masters S3,8강
927,산들(이정환)[B1A4],이신형[InNovation],73,X,팀리그,컵 대회,STX Masters S3,8강
928,앤드류 와일스[수학자],백지원[건국대학교],99,X,팀리그,프로리그,KMS 프로리그 15-16,플레이오프
929,앤드류 와일스[수학자],김나나[기자],98,X,팀리그,프로리그,KMS 프로리그 15-16,플레이오프
930,앤드류 와일스[수학자],김지원[아나운서],66,X,팀리그,프로리그,KMS 프로리그 15-16,플레이오프
931,앤드류 와일스[수학자],데미스 허사비스[개발자],7,X,팀리그,프로리그,KMS 프로리그 15-16,플레이오프
932,이호진[서울대학교],이윤열[NaDa],13,X,팀리그,프로리그,KMS 프로리그 15-16,플레이오프
933,임요환[Slayer_S BoxeR],이호진[서울대학교],1,X,팀리그,프로리그,KMS 프로리그 15-16,플레이오프
934,윤소희[배우],임요환[Slayer_S BoxeR],95,X,팀리그,프로리그,KMS 프로리그 15-16,플레이오프
935,마재윤[sAviOr],윤소희[배우],20,X,팀리그,프로리그,KMS 프로리그 15-16,플레이오프
936,마재윤[sAviOr],장동민[코미디언],80,X,팀리그,프로리그,KMS 프로리그 15-16,플레이오프
937,마재윤[sAviOr],남휘종[강사],73,X,팀리그,프로리그,KMS 프로리그 15-16,플레이오프
938,조중혁[Dream],송예찬[광운대학교],73,X,팀리그,컵 대회,STX Masters S3,8강
939,조중혁[Dream],박태원[아나운서],43,X,팀리그,컵 대회,STX Masters S3,8강
940,조중혁[Dream],이봉주[SW],94,X,팀리그,컵 대회,STX Masters S3,8강
941,조중혁[Dream],고인규[Canata],30,X,팀리그,컵 대회,STX Masters S3,8강
942,송기문[CTO],이호진[서울대학교],94,X,팀리그,컵 대회,STX Masters S3,8강
943,송기문[CTO],윤소희[배우],43,X,팀리그,컵 대회,STX Masters S3,8강
944,박태민[GoRush],송기문[CTO],30,X,팀리그,컵 대회,STX Masters S3,8강
945,박태민[GoRush],김윤[SW],15,X,팀리그,컵 대회,STX Masters S3,8강
946,박태민[GoRush],전현무[아나운서],1,X,팀리그,컵 대회,STX Masters S3,8강
947,박태민[GoRush],하니(안희연)[EXID],58,X,팀리그,컵 대회,STX Masters S3,8강
948,여은(정지은)[멜로디데이],민도희[배우],56,X,개인리그,월즈,2016 월드 챔피언십(Bottom),결승
949,민도희[배우],여은(정지은)[멜로디데이],20,X,개인리그,월즈,2016 월드 챔피언십(Bottom),결승
950,민도희[배우],여은(정지은)[멜로디데이],36,X,개인리그,월즈,2016 월드 챔피언십(Bottom),결승
951,민도희[배우],여은(정지은)[멜로디데이],14,X,개인리그,월즈,2016 월드 챔피언십(Bottom),결승
952,조성주[Maru],박태민[GoRush],73,X,팀리그,컵 대회,STX Masters S3,4강
953,조성주[Maru],이호진[서울대학교],94,X,팀리그,컵 대회,STX Masters S3,4강
954,윤소희[배우],조성주[Maru],30,X,팀리그,컵 대회,STX Masters S3,4강
955,윤소희[배우],원이삭[PartinG],43,X,팀리그,컵 대회,STX Masters S3,4강
956,윤소희[배우],이병렬[Rogue],1,X,팀리그,컵 대회,STX Masters S3,4강
957,윤소희[배우],이승현[Life],15,X,팀리그,컵 대회,STX Masters S3,4강
958,이장원[페퍼톤스],최정문[서울대학교],94,X,팀리그,컵 대회,STX Masters S3,4강
959,이장원[페퍼톤스],박형식[제-아],30,X,팀리그,컵 대회,STX Masters S3,4강
960,벤(이은영)[가수],이장원[페퍼톤스],43,X,팀리그,컵 대회,STX Masters S3,4강
961,김주혁[배우],벤(이은영)[가수],58,X,팀리그,컵 대회,STX Masters S3,4강
962,정명훈[FanTaSy],김주혁[배우],73,X,팀리그,컵 대회,STX Masters S3,4강
963,정명훈[FanTaSy],정준영[가수],1,X,팀리그,컵 대회,STX Masters S3,4강
964,박경[블락비],정명훈[FanTaSy],15,X,팀리그,컵 대회,STX Masters S3,4강
965,윤소희[배우],유재환[음악인],30,X,팀리그,컵 대회,STX Masters S3,준결승
966,박경[블락비],윤소희[배우],73,X,팀리그,컵 대회,STX Masters S3,준결승
967,박경[블락비],장동민[코미디언],94,X,팀리그,컵 대회,STX Masters S3,준결승
968,박경[블락비],박지성[축구선수],15,X,팀리그,컵 대회,STX Masters S3,준결승
969,이호진[서울대학교],박경[블락비],43,X,팀리그,컵 대회,STX Masters S3,준결승
970,이호진[서울대학교],김경운[SW],58,X,팀리그,컵 대회,STX Masters S3,준결승
971,이장원[페퍼톤스],이호진[서울대학교],1,X,팀리그,컵 대회,STX Masters S3,준결승
972,유상우[인하대학교],김경훈[일리노이주립대],94,X,팀리그,컵 대회,STX Masters S3,결승
973,박경[블락비],유상우[인하대학교],43,X,팀리그,컵 대회,STX Masters S3,결승
974,박경[블락비],김태성[경기대학교],58,X,팀리그,컵 대회,STX Masters S3,결승
975,박경[블락비],오주영[인천대학교],1,X,팀리그,컵 대회,STX Masters S3,결승
976,이영호[FlaSh],박경[블락비],73,X,팀리그,컵 대회,STX Masters S3,결승
977,이영호[FlaSh],여은(정지은)[멜로디데이],30,X,팀리그,컵 대회,STX Masters S3,결승
978,이장원[페퍼톤스],이영호[FlaSh],15,X,팀리그,컵 대회,STX Masters S3,결승
979,임요환[Slayer_S BoxeR],송병구[Stork],65,X,팀리그,프로리그,KMS 프로리그 15-16,결승
980,송기문[CTO],안현진[한라대학교],35,X,팀리그,프로리그,KMS 프로리그 15-16,결승
981,이승원[해설],김구라(김현동)[방송인],40,X,팀리그,프로리그,KMS 프로리그 15-16,결승
982,어윤수[soO],김범진[강남대학교],83,X,팀리그,프로리그,KMS 프로리그 15-16,결승
983,앤드류 와일스[수학자],김철민[캐스터],13,X,팀리그,프로리그,KMS 프로리그 15-16,결승
984,오주영[인천대학교],마재윤[sAviOr],26,X,팀리그,프로리그,KMS 프로리그 15-16,결승
985,이영호[FlaSh],강민[Nal_rA],46,X,팀리그,프로리그,KMS 프로리그 15-16,결승
986,김택용[Bisu],하니(안희연)[EXID],45,X,팀리그,프로리그,KMS 프로리그 15-16,결승
987,김태성[경기대학교],이윤열[NaDa],68,X,팀리그,프로리그,KMS 프로리그 15-16,결승
988,김태성[경기대학교],앤드류 와일스[수학자],12,X,팀리그,프로리그,KMS 프로리그 15-16,결승
989,김태성[경기대학교],노현민[숭실대학교],81,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
990,김태성[경기대학교],노현민[숭실대학교],75,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
991,노현민[숭실대학교],김태성[경기대학교],29,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
992,노현민[숭실대학교],김태성[경기대학교],57,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
993,노현민[숭실대학교],김태성[경기대학교],68,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
994,최정문[서울대학교],강민[Nal_rA],59,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
995,최정문[서울대학교],강민[Nal_rA],14,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
996,최정문[서울대학교],강민[Nal_rA],78,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
997,김연우(김학철)[가수],권리세[레이디스코드],96,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
998,김연우(김학철)[가수],권리세[레이디스코드],43,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
999,김연우(김학철)[가수],권리세[레이디스코드],84,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1000,조성주[Maru],오현민[KAIST],11,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1001,오현민[KAIST],조성주[Maru],42,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1002,조성주[Maru],오현민[KAIST],37,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1003,조성주[Maru],오현민[KAIST],28,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1004,윤소희[배우],이윤열[NaDa],8,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1005,윤소희[배우],이윤열[NaDa],62,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1006,이윤열[NaDa],윤소희[배우],37,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1007,이윤열[NaDa],윤소희[배우],70,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1008,이윤열[NaDa],윤소희[배우],76,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1009,남휘종[강사],하석진[배우],44,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1010,남휘종[강사],하석진[배우],55,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1011,하석진[배우],남휘종[강사],-1,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1012,남휘종[강사],하석진[배우],37,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1013,박경[블락비],정윤종[Rain],19,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1014,박경[블락비],정윤종[Rain],92,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1015,정윤종[Rain],박경[블락비],63,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1016,박경[블락비],정윤종[Rain],96,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1017,이장원[페퍼톤스],박보영[배우],53,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1018,이장원[페퍼톤스],박보영[배우],62,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1019,이장원[페퍼톤스],박보영[배우],90,X,개인리그,월즈,2016 월드 챔피언십(Top),16강
1020,이장원[페퍼톤스],조성주[Maru],85,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1021,이장원[페퍼톤스],조성주[Maru],62,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1022,이윤열[NaDa],남휘종[강사],72,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1023,이윤열[NaDa],남휘종[강사],52,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1024,이장원[페퍼톤스],이윤열[NaDa],19,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1025,이장원[페퍼톤스],이윤열[NaDa],94,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1026,조성주[Maru],남휘종[강사],61,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1027,남휘종[강사],조성주[Maru],42,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1028,조성주[Maru],남휘종[강사],75,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1029,이윤열[NaDa],조성주[Maru],18,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1030,조성주[Maru],이윤열[NaDa],90,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1031,조성주[Maru],이윤열[NaDa],73,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1032,노현민[숭실대학교],최정문[서울대학교],32,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1033,노현민[숭실대학교],최정문[서울대학교],73,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1034,박경[블락비],김연우(김학철)[가수],19,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1035,김연우(김학철)[가수],박경[블락비],40,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1036,박경[블락비],김연우(김학철)[가수],35,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1037,박경[블락비],노현민[숭실대학교],76,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1038,노현민[숭실대학교],박경[블락비],8,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1039,박경[블락비],노현민[숭실대학교],99,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1040,김연우(김학철)[가수],최정문[서울대학교],62,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1041,최정문[서울대학교],김연우(김학철)[가수],24,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1042,최정문[서울대학교],김연우(김학철)[가수],48,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1043,최정문[서울대학교],노현민[숭실대학교],81,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1044,노현민[숭실대학교],최정문[서울대학교],64,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1045,최정문[서울대학교],노현민[숭실대학교],75,X,개인리그,월즈,2016 월드 챔피언십(Top),8강
1046,최정문[서울대학교],이장원[페퍼톤스],72,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1047,최정문[서울대학교],이장원[페퍼톤스],89,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1048,이장원[페퍼톤스],최정문[서울대학교],32,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1049,이장원[페퍼톤스],최정문[서울대학교],100,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1050,이장원[페퍼톤스],최정문[서울대학교],54,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1051,최정문[서울대학교],이장원[페퍼톤스],69,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1052,이장원[페퍼톤스],최정문[서울대학교],72,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1053,조성주[Maru],박경[블락비],40,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1054,박경[블락비],조성주[Maru],33,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1055,조성주[Maru],박경[블락비],49,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1056,박경[블락비],조성주[Maru],42,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1057,박경[블락비],조성주[Maru],24,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1058,박경[블락비],조성주[Maru],77,X,개인리그,월즈,2016 월드 챔피언십(Top),4강
1059,최정문[서울대학교],조성주[Maru],1,X,개인리그,월즈,2016 월드 챔피언십(Top),3-4위전
1060,조성주[Maru],최정문[서울대학교],74,X,개인리그,월즈,2016 월드 챔피언십(Top),3-4위전
1061,최정문[서울대학교],조성주[Maru],54,X,개인리그,월즈,2016 월드 챔피언십(Top),3-4위전
1062,조성주[Maru],최정문[서울대학교],2,X,개인리그,월즈,2016 월드 챔피언십(Top),3-4위전
1063,최정문[서울대학교],조성주[Maru],32,X,개인리그,월즈,2016 월드 챔피언십(Top),3-4위전
1064,조성주[Maru],최정문[서울대학교],10,X,개인리그,월즈,2016 월드 챔피언십(Top),3-4위전
1065,최정문[서울대학교],조성주[Maru],76,X,개인리그,월즈,2016 월드 챔피언십(Top),3-4위전
1066,박경[블락비],이장원[페퍼톤스],56,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1067,박경[블락비],이장원[페퍼톤스],26,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1068,이장원[페퍼톤스],박경[블락비],23,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1069,이장원[페퍼톤스],박경[블락비],99,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1070,박경[블락비],이장원[페퍼톤스],40,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1071,이장원[페퍼톤스],박경[블락비],1,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1072,박경[블락비],이장원[페퍼톤스],24,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1073,이장원[페퍼톤스],박경[블락비],98,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1074,박경[블락비],이장원[페퍼톤스],39,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1075,이장원[페퍼톤스],박경[블락비],31,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1076,이장원[페퍼톤스],박경[블락비],43,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
1077,이장원[페퍼톤스],박경[블락비],50,X,개인리그,월즈,2016 월드 챔피언십(Top),결승
